icpprf_acnt30182,Intuit@!123,VQVGX,DELUX,EFILE
icpprf_acnt30183,Intuit@!123,GJIFY,DELUX,EFILE
icpprf_acnt30184,Intuit@!123,LRZFL,DELUX,EFILE
icpprf_acnt30185,Intuit@!123,UDIRQ,DELUX,EFILE
icpprf_acnt30186,Intuit@!123,MWIHV,DELUX,EFILE
icpprf_acnt30187,Intuit@!123,IYEJE,DELUX,EFILE
icpprf_acnt30188,Intuit@!123,UPSGR,DELUX,EFILE
icpprf_acnt30189,Intuit@!123,NCAPW,DELUX,EFILE
icpprf_acnt30190,Intuit@!123,MUCYW,DELUX,EFILE
icpprf_acnt30191,Intuit@!123,LBKIT,DELUX,EFILE
icpprf_acnt30192,Intuit@!123,DYDBW,DELUX,EFILE
icpprf_acnt30193,Intuit@!123,XRMYI,DELUX,EFILE
icpprf_acnt30194,Intuit@!123,SVHRA,DELUX,EFILE
icpprf_acnt30195,Intuit@!123,FPCKL,DELUX,EFILE
icpprf_acnt30196,Intuit@!123,SCHJH,DELUX,EFILE
icpprf_acnt30197,Intuit@!123,WWPUD,DELUX,EFILE
icpprf_acnt30198,Intuit@!123,OHRSP,DELUX,EFILE
icpprf_acnt30199,Intuit@!123,INTMH,DELUX,EFILE
icpprf_acnt30200,Intuit@!123,BAUZI,DELUX,EFILE
icpprf_acnt30201,Intuit@!123,HIPDG,DELUX,EFILE
icpprf_acnt30202,Intuit@!123,EZEJW,DELUX,EFILE
icpprf_acnt30203,Intuit@!123,CFLLD,DELUX,EFILE
icpprf_acnt30204,Intuit@!123,GSPYZ,DELUX,EFILE
icpprf_acnt30205,Intuit@!123,KYAQH,DELUX,EFILE
icpprf_acnt30206,Intuit@!123,ZLFOM,DELUX,EFILE
icpprf_acnt30207,Intuit@!123,TRTFI,DELUX,EFILE
icpprf_acnt30208,Intuit@!123,MDSQB,DELUX,EFILE
icpprf_acnt30209,Intuit@!123,AGOEN,DELUX,EFILE
icpprf_acnt30210,Intuit@!123,IEICG,DELUX,EFILE
icpprf_acnt30211,Intuit@!123,WWXWV,DELUX,EFILE
icpprf_acnt30212,Intuit@!123,TTKVD,DELUX,EFILE
icpprf_acnt30213,Intuit@!123,XVBYK,DELUX,EFILE
icpprf_acnt30214,Intuit@!123,YLRBN,DELUX,EFILE
icpprf_acnt30215,Intuit@!123,EBVPW,DELUX,EFILE
icpprf_acnt30216,Intuit@!123,FGPSD,DELUX,EFILE
icpprf_acnt30217,Intuit@!123,DDAGA,DELUX,EFILE
icpprf_acnt30218,Intuit@!123,QUGMH,DELUX,EFILE
icpprf_acnt30219,Intuit@!123,ZXSCH,DELUX,EFILE
icpprf_acnt30220,Intuit@!123,GIEAV,DELUX,EFILE
icpprf_acnt30221,Intuit@!123,XCVGU,DELUX,EFILE
icpprf_acnt30222,Intuit@!123,AVFYF,DELUX,EFILE
icpprf_acnt30223,Intuit@!123,WKNGW,DELUX,EFILE
icpprf_acnt30224,Intuit@!123,JVXTE,DELUX,EFILE
icpprf_acnt30225,Intuit@!123,YQYIG,DELUX,EFILE
icpprf_acnt30226,Intuit@!123,UGKQQ,DELUX,EFILE
icpprf_acnt30227,Intuit@!123,HWUYV,DELUX,EFILE
icpprf_acnt30228,Intuit@!123,OINNS,DELUX,EFILE
icpprf_acnt30229,Intuit@!123,MQEBC,DELUX,EFILE
icpprf_acnt30230,Intuit@!123,TANAM,DELUX,EFILE
icpprf_acnt30231,Intuit@!123,ZHPJF,DELUX,EFILE
icpprf_acnt30232,Intuit@!123,TRYOO,DELUX,EFILE
icpprf_acnt30233,Intuit@!123,MLFFG,DELUX,EFILE
icpprf_acnt30234,Intuit@!123,WRBZL,DELUX,EFILE
icpprf_acnt30235,Intuit@!123,NLIUV,DELUX,EFILE
icpprf_acnt30236,Intuit@!123,ZOSRQ,DELUX,EFILE
icpprf_acnt30237,Intuit@!123,MGIZA,DELUX,EFILE
icpprf_acnt30238,Intuit@!123,HYLVM,DELUX,EFILE
icpprf_acnt30239,Intuit@!123,NLOKB,DELUX,EFILE
icpprf_acnt30240,Intuit@!123,ISYZK,DELUX,EFILE
icpprf_acnt30241,Intuit@!123,JIUWD,DELUX,EFILE
icpprf_acnt30242,Intuit@!123,TZGOJ,DELUX,EFILE
icpprf_acnt30243,Intuit@!123,XXTKT,DELUX,EFILE
icpprf_acnt30244,Intuit@!123,DJFME,DELUX,EFILE
icpprf_acnt30245,Intuit@!123,DUGNQ,DELUX,EFILE
icpprf_acnt30246,Intuit@!123,NTKOF,DELUX,EFILE
icpprf_acnt30247,Intuit@!123,NHGCJ,DELUX,EFILE
icpprf_acnt30248,Intuit@!123,FKOCC,DELUX,EFILE
icpprf_acnt30249,Intuit@!123,RKKNH,DELUX,EFILE
icpprf_acnt30250,Intuit@!123,CGXKU,DELUX,EFILE
icpprf_acnt30251,Intuit@!123,JDCHO,DELUX,EFILE
icpprf_acnt30252,Intuit@!123,VCGIC,DELUX,EFILE
icpprf_acnt30253,Intuit@!123,FTQNH,DELUX,EFILE
icpprf_acnt30254,Intuit@!123,THPJO,DELUX,EFILE
icpprf_acnt30255,Intuit@!123,WOEXI,DELUX,EFILE
icpprf_acnt30256,Intuit@!123,BGVSP,DELUX,EFILE
icpprf_acnt30257,Intuit@!123,VSFCR,DELUX,EFILE
icpprf_acnt30258,Intuit@!123,JNREP,DELUX,EFILE
icpprf_acnt30259,Intuit@!123,RKSWH,DELUX,EFILE
icpprf_acnt30260,Intuit@!123,QBFIT,DELUX,EFILE
icpprf_acnt30261,Intuit@!123,UVPRG,DELUX,EFILE
icpprf_acnt30262,Intuit@!123,ITYPM,DELUX,EFILE
icpprf_acnt30263,Intuit@!123,LXJUE,DELUX,EFILE
icpprf_acnt30264,Intuit@!123,EIXXV,DELUX,EFILE
icpprf_acnt30265,Intuit@!123,NQJUU,DELUX,EFILE
icpprf_acnt30266,Intuit@!123,UURDP,DELUX,EFILE
icpprf_acnt30267,Intuit@!123,FQQUB,DELUX,EFILE
icpprf_acnt30268,Intuit@!123,YNRYF,DELUX,EFILE
icpprf_acnt30269,Intuit@!123,NOHUJ,DELUX,EFILE
icpprf_acnt30270,Intuit@!123,SXXND,DELUX,EFILE
icpprf_acnt30271,Intuit@!123,RRJJT,DELUX,EFILE
icpprf_acnt30272,Intuit@!123,HFFQZ,DELUX,EFILE
icpprf_acnt30273,Intuit@!123,MVGXW,DELUX,EFILE
icpprf_acnt30274,Intuit@!123,JVPMP,DELUX,EFILE
icpprf_acnt30275,Intuit@!123,GZJOW,DELUX,EFILE
icpprf_acnt30276,Intuit@!123,CPKLJ,DELUX,EFILE
icpprf_acnt30277,Intuit@!123,RDDNQ,DELUX,EFILE
icpprf_acnt30278,Intuit@!123,RKJVV,DELUX,EFILE
icpprf_acnt30279,Intuit@!123,LCQFY,DELUX,EFILE
icpprf_acnt30280,Intuit@!123,DGYQB,DELUX,EFILE
icpprf_acnt30281,Intuit@!123,PBPCU,DELUX,EFILE
icpprf_acnt30282,Intuit@!123,SHEMU,DELUX,EFILE
icpprf_acnt30283,Intuit@!123,CYCYC,DELUX,EFILE
icpprf_acnt30284,Intuit@!123,TDIJG,DELUX,EFILE
icpprf_acnt30285,Intuit@!123,EBAFX,DELUX,EFILE
icpprf_acnt30286,Intuit@!123,UMUYG,DELUX,EFILE
icpprf_acnt30287,Intuit@!123,LPSEQ,DELUX,EFILE
icpprf_acnt30288,Intuit@!123,HLYUV,DELUX,EFILE
icpprf_acnt30289,Intuit@!123,WPSPQ,DELUX,EFILE
icpprf_acnt30290,Intuit@!123,MGYWN,DELUX,EFILE
icpprf_acnt30291,Intuit@!123,ISDUB,DELUX,EFILE
icpprf_acnt30292,Intuit@!123,RUFAM,DELUX,EFILE
icpprf_acnt30293,Intuit@!123,VSLVO,DELUX,EFILE
icpprf_acnt30294,Intuit@!123,ETUKZ,DELUX,EFILE
icpprf_acnt30295,Intuit@!123,CZLNF,DELUX,EFILE
icpprf_acnt30296,Intuit@!123,FURSO,DELUX,EFILE
icpprf_acnt30297,Intuit@!123,HHMPR,DELUX,EFILE
icpprf_acnt30298,Intuit@!123,DDAHT,DELUX,EFILE
icpprf_acnt30299,Intuit@!123,EWSHH,DELUX,EFILE
icpprf_acnt30300,Intuit@!123,WJVJN,DELUX,EFILE
icpprf_acnt30301,Intuit@!123,EGACN,DELUX,EFILE
icpprf_acnt30302,Intuit@!123,RGKQY,DELUX,EFILE
icpprf_acnt30303,Intuit@!123,TRDMA,DELUX,EFILE
icpprf_acnt30304,Intuit@!123,PSQLT,DELUX,EFILE
icpprf_acnt30305,Intuit@!123,GJKDI,DELUX,EFILE
icpprf_acnt30306,Intuit@!123,NBOCU,DELUX,EFILE
icpprf_acnt30307,Intuit@!123,FVPSB,DELUX,EFILE
icpprf_acnt30308,Intuit@!123,CXXQD,DELUX,EFILE
icpprf_acnt30309,Intuit@!123,YPOXG,DELUX,EFILE
icpprf_acnt30310,Intuit@!123,SWXYN,DELUX,EFILE
icpprf_acnt30311,Intuit@!123,CYUQO,DELUX,EFILE
icpprf_acnt30312,Intuit@!123,ECKUN,DELUX,EFILE
icpprf_acnt30313,Intuit@!123,BVYHK,DELUX,EFILE
icpprf_acnt30314,Intuit@!123,SNWHN,DELUX,EFILE
icpprf_acnt30315,Intuit@!123,CWLSZ,DELUX,EFILE
icpprf_acnt30316,Intuit@!123,ENDDL,DELUX,EFILE
icpprf_acnt30317,Intuit@!123,WSIUP,DELUX,EFILE
icpprf_acnt30318,Intuit@!123,FXZLH,DELUX,EFILE
icpprf_acnt30319,Intuit@!123,MMVBQ,DELUX,EFILE
icpprf_acnt30320,Intuit@!123,CJPED,DELUX,EFILE
icpprf_acnt30321,Intuit@!123,HSCON,DELUX,EFILE
icpprf_acnt30322,Intuit@!123,YRAUF,DELUX,EFILE
icpprf_acnt30323,Intuit@!123,XMECQ,DELUX,EFILE
icpprf_acnt30324,Intuit@!123,JDKJN,DELUX,EFILE
icpprf_acnt30325,Intuit@!123,UGUKE,DELUX,EFILE
icpprf_acnt30326,Intuit@!123,AVGFJ,DELUX,EFILE
icpprf_acnt30327,Intuit@!123,AEJPP,DELUX,EFILE
icpprf_acnt30328,Intuit@!123,HIXFE,DELUX,EFILE
icpprf_acnt30329,Intuit@!123,MWOTM,DELUX,EFILE
icpprf_acnt30330,Intuit@!123,TCMPC,DELUX,EFILE
icpprf_acnt30331,Intuit@!123,RHDTJ,DELUX,EFILE
icpprf_acnt30332,Intuit@!123,IBGDN,DELUX,EFILE
icpprf_acnt30333,Intuit@!123,ICSNI,DELUX,EFILE
icpprf_acnt30334,Intuit@!123,IUFFR,DELUX,EFILE
icpprf_acnt30335,Intuit@!123,CBHHP,DELUX,EFILE
icpprf_acnt30336,Intuit@!123,SWLFY,DELUX,EFILE
icpprf_acnt30337,Intuit@!123,AEIFH,DELUX,EFILE
icpprf_acnt30338,Intuit@!123,MNWBR,DELUX,EFILE
icpprf_acnt30339,Intuit@!123,JYEJH,DELUX,EFILE
icpprf_acnt30340,Intuit@!123,CIGBV,DELUX,EFILE
icpprf_acnt30341,Intuit@!123,WHXVQ,DELUX,EFILE
icpprf_acnt30342,Intuit@!123,ZZJEL,DELUX,EFILE
icpprf_acnt30343,Intuit@!123,MPZWC,DELUX,EFILE
icpprf_acnt30344,Intuit@!123,RTTDE,DELUX,EFILE
icpprf_acnt30345,Intuit@!123,JBMAX,DELUX,EFILE
icpprf_acnt30346,Intuit@!123,RJEON,DELUX,EFILE
icpprf_acnt30347,Intuit@!123,WDNQT,DELUX,EFILE
icpprf_acnt30348,Intuit@!123,AWYIA,DELUX,EFILE
icpprf_acnt30349,Intuit@!123,CQXOH,DELUX,EFILE
icpprf_acnt30350,Intuit@!123,QJRBD,DELUX,EFILE
icpprf_acnt30351,Intuit@!123,CUAFA,DELUX,EFILE
icpprf_acnt30352,Intuit@!123,EUJUG,DELUX,EFILE
icpprf_acnt30353,Intuit@!123,DWMJL,DELUX,EFILE
icpprf_acnt30354,Intuit@!123,FTILM,DELUX,EFILE
icpprf_acnt30355,Intuit@!123,QPCJC,DELUX,EFILE
icpprf_acnt30356,Intuit@!123,WSJWT,DELUX,EFILE
icpprf_acnt30357,Intuit@!123,TCGTJ,DELUX,EFILE
icpprf_acnt30358,Intuit@!123,GQIYY,DELUX,EFILE
icpprf_acnt30359,Intuit@!123,CTKBL,DELUX,EFILE
icpprf_acnt30360,Intuit@!123,HWIBR,DELUX,EFILE
icpprf_acnt30361,Intuit@!123,RBQFN,DELUX,EFILE
icpprf_acnt30362,Intuit@!123,FSRVS,DELUX,EFILE
icpprf_acnt30363,Intuit@!123,MCFSF,DELUX,EFILE
icpprf_acnt30364,Intuit@!123,JEUNB,DELUX,EFILE
icpprf_acnt30365,Intuit@!123,PZGPT,DELUX,EFILE
icpprf_acnt30366,Intuit@!123,QQMEU,DELUX,EFILE
icpprf_acnt30367,Intuit@!123,PFRCO,DELUX,EFILE
icpprf_acnt30368,Intuit@!123,XGTBZ,DELUX,EFILE
icpprf_acnt30369,Intuit@!123,DDZMA,DELUX,EFILE
icpprf_acnt30370,Intuit@!123,AKPQJ,DELUX,EFILE
icpprf_acnt30371,Intuit@!123,VUGUG,DELUX,EFILE
icpprf_acnt30372,Intuit@!123,ANCBI,DELUX,EFILE
icpprf_acnt30373,Intuit@!123,QCCIR,DELUX,EFILE
icpprf_acnt30374,Intuit@!123,AEDAT,DELUX,EFILE
icpprf_acnt30375,Intuit@!123,HWJPP,DELUX,EFILE
icpprf_acnt30376,Intuit@!123,MSBVW,DELUX,EFILE
icpprf_acnt30377,Intuit@!123,XDMNT,DELUX,EFILE
icpprf_acnt30378,Intuit@!123,PKNBH,DELUX,EFILE
icpprf_acnt30379,Intuit@!123,TRDHY,DELUX,EFILE
icpprf_acnt30380,Intuit@!123,MFBVJ,DELUX,EFILE
icpprf_acnt30381,Intuit@!123,HNGJZ,DELUX,EFILE
icpprf_acnt30382,Intuit@!123,GSCLW,DELUX,EFILE
icpprf_acnt30383,Intuit@!123,COQJL,DELUX,EFILE
icpprf_acnt30384,Intuit@!123,TWYKG,DELUX,EFILE
icpprf_acnt30385,Intuit@!123,EWSXD,DELUX,EFILE
icpprf_acnt30386,Intuit@!123,PGKSP,DELUX,EFILE
icpprf_acnt30387,Intuit@!123,PTWIN,DELUX,EFILE
icpprf_acnt30388,Intuit@!123,QHAWB,DELUX,EFILE
icpprf_acnt30389,Intuit@!123,IGLLP,DELUX,EFILE
icpprf_acnt30390,Intuit@!123,UAVQX,DELUX,EFILE
icpprf_acnt30391,Intuit@!123,DQLQW,DELUX,EFILE
icpprf_acnt30392,Intuit@!123,RFXYT,DELUX,EFILE
icpprf_acnt30393,Intuit@!123,ICUMQ,DELUX,EFILE
icpprf_acnt30394,Intuit@!123,FHBZR,DELUX,EFILE
icpprf_acnt30395,Intuit@!123,YDNXI,DELUX,EFILE
icpprf_acnt30396,Intuit@!123,BLIUW,DELUX,EFILE
icpprf_acnt30397,Intuit@!123,KTTEL,DELUX,EFILE
icpprf_acnt30398,Intuit@!123,ABKJB,DELUX,EFILE
icpprf_acnt30399,Intuit@!123,LDKYE,DELUX,EFILE
icpprf_acnt30400,Intuit@!123,TRSBA,DELUX,EFILE
icpprf_acnt30401,Intuit@!123,TYEAQ,DELUX,EFILE
icpprf_acnt30402,Intuit@!123,EHINL,DELUX,EFILE
